1269,paladin's gauntlets,16,附魔師(enchanter),luxurious table iv,24000,*fine gauntlets:1;mithril lumps:5;gems+:5;steel rods:5;iron ore:8;,中,護手(gauntlets),man handlers x80 → paladin's gauntlets,paladin's gauntlets x112 → *stalagmite gloves
1270,shell gauntlets,5,鎧甲師(armorer),iron anvil v,12000,steel rods:2;raw leather:2;phoenix feather:1;,短,護手(gauntlets),fine gauntlets x 48 → shell gauntlets;shell gauntlets,spectacular gauntlets x 64 → grand gauntlets
1271,spectacular gauntlets,7,鎧甲師(armorer),steel anvil ii,2000,fine gauntlets:2;glass:3;,短,護手(gauntlets),war gauntlets x 64 → spectacular gauntlets,spectacular gauntlets x 64 → grand gauntlets
1272,stalagmite gloves,15,鎧甲師(armorer),mithril anvil iv,49000,*iron gauntlets:5;crystals:4;gems:2;mithril lumps:3;abyss shell:2;,長,護手(gauntlets),paladin's gauntlets x112 → *stalagmite gloves,stalagmite gloves x128 → ice gauntlets
1273,war gauntlets,6,鎧甲師(armorer),iron anvil v,1100,steel rods:3;raw leather:4;,短,護手(gauntlets),fine gauntlets x 64 → war gauntlets,war gauntlets x 64 → spectacular gauntlets
1274,alert dust,5,德魯伊(druid),small cauldron iv,580,suple dust:1;wild herbs:2;wood:1;,中,藥草(herbs),regen herbs x 32 → alert dust,alert dust x 36 → elemental dust
1275,attribute seed,20,德魯伊(druid),mystical cauldron v,620000,skill seedling:8;divine leaf:1;elfwood sticks:10;wood:15;crystals:4;,超長,藥草(herbs),dragon powder * 120 → attribute seed;attribute seed,0
1276,cleansing herbs,11,德魯伊(druid),magic cauldron v,4700,*healing herbs:1;*regen herbs:1;powder:8;wild herbs:6;,長,藥草(herbs),restoration powder x 68 → cleansing herbs,cleansing herbs x 72 → skill seedling
1277,dragon powder,17,德魯伊(druid),mystical cauldron iv,250000,strength seed:1;powder:10;elfwood sticks:6;ironwood:4;gems:2;dragon scale:1;,長,藥草(herbs),panacea * 112 → dragon powder,dragon powder * 120 → attribute seed
1278,dust triad,5,店長(shopkeeper),spacious table i,2500,alert dust:3;wild herbs:5;wood:5;,短,藥草(herbs),成就：herbalist 2(獲得12個德魯伊配方);dust triad,0
1279,elemental dust,6,德魯伊(druid),magic cauldron i,1000,regen herbs:1;wild herbs:2;wood:2;,短,藥草(herbs),alert dust x 36 → elemental dust,elemental dust x 48 → soothing herbs;elemental dust x 64 → salve of protection
1280,healing herbs,1,店長(shopkeeper),work table i,35,wild herbs:1;,快速,藥草(herbs),0,healing herbs *12 → antidote
1281,herbs bundle,1,德魯伊(druid),small cauldron i,95,wild herbs:2;,快速,藥草(herbs),0,herbs bundle *12 → oaken staff;herbs bundle *20 → suple dust
1282,magic dust,9,德魯伊(druid),magic cauldron iii,2200,*strong herbs:1;wild herbs:5;powder:2;elfwood sticks:5;,中,藥草(herbs),salve of protection x 64 → magic dust,magic dust x 45 → restoration powder
1283,magic leaves,5,德魯伊(druid),small cauldron iv,2300,wild herbs:5;raw leather:2;acid:1;,長,藥草(herbs),suple dust x 16 → magic leaves;magic leaves,0
1284,panacea,16,德魯伊(druid),mystical cauldron iv,22000,wild herbs:10;elfwood sticks:8;ironwood:8;gems:5;powder:8;,長,藥草(herbs),skill seedling * 112 → panacea,panacea * 112 → dragon powder
1285,regen herbs,4,德魯伊(druid),small cauldron iii,330,wild herbs:4;raw leather:2;,短,藥草(herbs),suple dust x 24 → regen herbs,regen herbs x 32 → alert dust
1286,restoration powder,10,德魯伊(druid),magic cauldron iv,3300,wild herbs:7;powder:7;,短,藥草(herbs),magic dust x 45 → restoration powder,restoration powder x 68 → cleansing herbs
1287,salve of protection,9,德魯伊(druid),magic cauldron iii,1800,wild herbs:3;powder:3;elfwood sticks:4;,中,藥草(herbs),elemental dust x 64 → salve of protection,salve of protection x 64 → magic dust
1288,seed of skill,14,德魯伊(druid),mystical cauldron ii,190000,skill seedling:3;elfwood sticks:4;gems:4;wood:4;crystals:4;shadow essence:1;,中,藥草(herbs),skill seedling * 64 → seed of skill;seed of skill,skill seedling * 64 → seed of skill;skill seedling * 112 → panacea
1289,skill seedling,12,德魯伊(druid),mystical cauldron i,7500,wood:8;wild herbs:8;elfwood sticks:8;gems:3;ironwood:3;,短,藥草(herbs),cleansing herbs x 72 → skill seedling,skill seedling * 64 → seed of skill;skill seedling * 112 → panacea
1290,soothing herbs,8,德魯伊(druid),magic cauldron ii,17000,regen herbs:5;phoenix feather:1;,中,藥草(herbs),elemental dust x 48 → soothing herbs;,0
1291,strength seed,12,店長(shopkeeper),luxurious table i,23000,wood:10;wild herbs:10;elfwood sticks:10;*magic dust:4;,快速,藥草(herbs),成就：herbalist 3(獲得25個德魯伊配方),suple dust x 16 → magic leaves;suple dust x 24 → regen herbs
1292,strong herbs,3,店長(shopkeeper),work table iii,125,wild herbs:2;,短,藥草(herbs),成就：apprentice merchant(賺取5;000),suple dust x 16 → magic leaves;suple dust x 24 → regen herbs
1293,suple dust,2,德魯伊(druid),small cauldron ii,185,wild herbs:3;,短,藥草(herbs),herbs bundle x 20 → suple dust,suple dust x 16 → magic leaves;suple dust x 24 → regen herbs
1294,acid vial,10,店長(shopkeeper),spacious table v,32000,acid:5;powder:10;glass:10;,長,藥水(potions),成就：sorcery 3(獲得25個女法師配方);acid vial,antivenom x120 → swift iron boots;antivenom
1295,antidote,1,店長(shopkeeper),work table ii,85,wild herbs:2;,短,藥水(potions),healing herbs *12 → antidote,antivenom x120 → swift iron boots;antivenom
1296,antivenom,7,附魔師(enchanter),spacious table iii,5700,wild herbs:4;powder:4;oil:4;glass:2;,快速,藥水(potions),0,antivenom x120 → swift iron boots
1297,bile jar,7,女法師(sorceress),magic cauldron ii,3600,wild herbs:5;glass:4;oil:4;,短,藥水(potions),cooling aid x68 → *bile jar,*bile jar x70 → potion of return
1298,brisk beverage,5,女法師(sorceress),small cauldron iv,760,wild herbs:5;glass:2;,快速,藥水(potions),*vial of mana x32 → *brisk beverage,*brisk beverage x48 → mana potion
1299,cooling aid,6,女法師(sorceress),small cauldron v,2600,antidote:1;oil:3;glass:4;wild herbs:4;,快速,藥水(potions),mana potion x48 → cooling aid,cooling aid x36 → revive potion;cooling aid x68 → *bile jar
1300,demon blood,16,女法師(sorceress),mystical cauldron iv,140000,*bile jar:4;demon horn:2;crystals:3;gems:3;dyes:8;,長,藥水(potions),holy spray x112 → *demon blood,0
1301,energy drink,9,店長(shopkeeper),spacious table iv,8700,wild herbs:15;glass:8;brisk beverage:3;,短,藥水(potions),成就：sorcery 2(獲得12個女法師配方);energy drink,0
1302,heal potion,1,女法師(sorceress),small cauldron i,115,wild herbs:2;,快速,藥水(potions),magic drink x80 → health drink,*heal potion x12 → *magic scroll;*heal potion x16 → health vial
1303,health drink,12,女法師(sorceress),mystical cauldron i,17000,brisk beverage:2;oil:10;crystals:3;glass:3;wild herbs:6;,中,藥水(potions),magic drink x80 → health drink,health drink x80 → soft potion
1304,health vial,2,女法師(sorceress),small cauldron ii,325,heal potion:1;wild herbs:2;,快速,藥水(potions),*heal potion x16 → health vial,health vial x20 → *vial of mana
1305,holy spray,10,女法師(sorceress),magic cauldron iv,61000,moon stone:1;wild herbs:3;glass:6;,超長,藥水(potions),*rebirth potion x40 → holy spray,holy spray x112 → *demon blood
1306,magic drink,11,女法師(sorceress),magic cauldron v,12000,vial of mana:1;oil:5;powder:6;crystals:3;glass:6;,長,藥水(potions),*rebirth potion x72 → magic drink,magic drink x80 → health drink
1307,mana potion,6,女法師(sorceress),small cauldron v,2000,vial of mana:1;oil:2;glass:4;,短,藥水(potions),*brisk beverage x48 → mana potion,mana potion x48 → cooling aid
1308,megalixir,20,女法師(sorceress),mystical cauldron v,570000,*super potion:2;divine leaf:1;crystals:8;glass:8;dyes:8;,超長,藥水(potions),*super potion x128 → megalixir;megalixir,0
1309,potion of return,8,女法師(sorceress),magic cauldron ii,4800,brisk beverage:1;powder:6;dyes:5;,超長,藥水(potions),*bile jar x70 → potion of return,potion of return x68 → *rebirth potion
1310,rebirth potion,9,女法師(sorceress),magic cauldron iii,6200,*brisk beverage:1;oil:2;powder:6;glass:6;,長,藥水(potions),potion of return x68 → *rebirth potion,*rebirth potion x40 → holy spray;*rebirth potion x72 → magic drink
1311,revive potion,7,女法師(sorceress),magic cauldron i,14000,vial of mana:1;oil:1;phoenix feather:1;,長,藥水(potions),cooling aid x36 → revive potion;revive potion,0
1312,soft potion,14,女法師(sorceress),mystical cauldron ii,20000,brisk beverage:2;wild herbs:8;oil:8;powder:6;crystals:3;glass:5;,長,藥水(potions),health drink x80 → soft potion,soft potion x96 → *super potion
1313,super potion,15,女法師(sorceress),mystical cauldron iii,38000,*rebirth potion:1;oil:10;crystals:5;glass:8;wild herbs:8;dyes:9;,超長,藥水(potions),*soft potion x96 → *super potion,*super potion x128 → megalixir
1314,vial of mana,4,女法師(sorceress),small cauldron iii,345,wild herbs:3;dyes:1;,短,藥水(potions),health vial x20 → *vial of mana,*vial of mana x32 → *brisk beverage
1315,blue bird shield,20,鎧甲師(armorer),mithril anvil v,480000,*heater shield:5;mithril lumps:8;crystals:8;ironwood:10;elfwood sticks:6;divine leaf:1;,超長,盾(shields),*defender x128 → blue bird shield;blue bird shield,bone shield x 60 → spider shield;bone shield x 128 → medusa shield
1316,bone shield,8,木匠(carpenter),sturdy sawbench ii,2500,elfwood sticks:3;ironwood:2;dyes:5;,長,盾(shields),dolphin buckler x 60 → bone shield,bone shield x 60 → spider shield;bone shield x 128 → medusa shield
1317,copper shield,2,鎧甲師(armorer),iron anvil ii,170,iron ore:4;raw leather:2;,快速,盾(shields),iron gauntlets x 12 → copper shield,copper shield x 32 → kite shield
1318,defender,15,鎧甲師(armorer),mithril anvil iii,25000,mithril lumps:5;gems:5;crystals:5;raw leather:8;ironwood:5;,中,盾(shields),paladin's heater shield x40 → *defender,*defender x128 → blue bird shield
1319,dolphin buckler,5,木匠(carpenter),sawbench iv,790,elfwood sticks:4;wood:2;iron ore:3;,中,盾(shields),hard wood buckler x 48 → dolphin buckler,dolphin buckler x 60 → bone shield
1320,epic defender,18,附魔師(enchanter),mithril anvil v,400000,*defender:3;mithril lumps:5;gems:5;crystals:5;raw leather:20;ironwood:10;,超長,盾(shields),成就：warrior 5(40點勝利點數);epic defender,0
1321,guardian tall shield,20,附魔師(enchanter),luxurious table v,1000000,shielding scroll:1;kite shield:5;mithril lumps:8;steel rods:8;iron ore:20;rising sun:2;,超長,盾(shields),vengeful entity x144 → guardian tall shield;guardian tall shield,0
1322,hard wood buckler,3,木匠(carpenter),sawbench iii,470,wooden buckler:1;elfwood sticks:2;wood:5;iron ore:2;,快速,盾(shields),leather shield x 32 → hard wood buckler,hard wood buckler x 48 → dolphin buckler
1323,heater shield,6,鎧甲師(armorer),steel anvil i,1800,steel rods:4;dyes:1;,短,盾(shields),kite shield x 60 → heater shield,heater shield x 72 → scutum
1324,kite shield,5,鎧甲師(armorer),iron anvil iv,850,iron ore:8;steel rods:1;wood:6;,中,盾(shields),copper shield x 32 → kite shield,kite shield x 60 → heater shield
1325,leather shield,2,木匠(carpenter),sawbench ii,150,raw leather:3;wood:3;,快速,盾(shields),iron spear x 20 → leather shield,leather shield x 32 → hard wood buckler
1326,medusa shield,13,木匠(carpenter),quality sawbench ii,11000,ironwood:10;gems:2;mithril lumps:2;wood:6;,短,盾(shields),bone shield * 128 → medusa shield,medusa shield *128 → seven seas shield
1327,mind saver,16,附魔師(enchanter),mystical cauldron iv,41000,scutum:3;ironwood:5;wood:10;gems:3;raw leather:8;,長,盾(shields),mirror shield x96 → mind saver;mind saver,mirror shield x80 → vengeful entity;mirror shield x96 → mind saver;mirror shield
1328,mirror shield,13,附魔師(enchanter),luxurious table i,34000,heater shield:2;clairvoyance amulet:2;glass:10;,長,盾(shields),scutum *96 → mirror shield,mirror shield x80 → vengeful entity;mirror shield x96 → mind saver
1329,paladin's heater shield,11,鎧甲師(armorer),steel anvil v,19000,*heater shield:1;phoenix feather:1;,中,盾(shields),*scutum x80 → paladin's heater shield,paladin's heater shield x40 → *defender
1330,scutum,9,鎧甲師(armorer),steel anvil iii,3100,steel rods:5;raw leather:6;iron ore:6;,短,盾(shields),heater shield x 72 → scutum,scutum x 80 → paladin's heater shield;scutum x 96 → mirror shield
1331,seven seas shield,17,木匠(carpenter),quality sawbench v,66000,copper shield:5;abyss shell:2;ironwood:12;wood:20;gems:7;,中,盾(shields),medusa shield *128 → seven seas shield;seven seas shield,0
1332,spider shield,10,附魔師(enchanter),magic cauldron iv,42000,*bone shield:1;demon horn:1;,長,盾(shields),*bone shield x60 → spider shield;spider shield,0
1333,vengeful entity,19,附魔師(enchanter),mystical cauldron iii,820000,*kite shield:5;roaring powder:2;shadow essence:2;,長,盾(shields),mirror shield x80 → vengeful entity,vengeful entity x144 → guardian tall shield
1334,wooden buckler,1,店長(shopkeeper),work table i,55,wood:1;,快速,盾(shields),club *12 → wooden buckler,0
1335,adamant spear,18,木匠(carpenter),quality sawbench v,37000,iron spear:2;abyss shell:1;ironwood:8;mithril lumps:6;crystals:4;,超長,矛(spears),0,riviera * 48 → adamant spear
1336,corrosive trident,4,木匠(carpenter),sawbench iii,1800,wood:6;iron ore:3;acid:1;,中,矛(spears),trident x 20 → corrosive trident;corrosive trident,0
1337,fiery partisan,12,附魔師(enchanter),luxurious table i,37000,flying partisan:2;volcanic rock:2;ironwood:6;steel rods:4;gems:2;,中,矛(spears),fine lance of the wolf x40 → fiery partisan;fiery partisan,fine lance of the wolf *40 → fiery partisan;fine lance of the wolf *76 → transmundane pike;fine lance of the wolf
1338,fine lance of the wolf,11,木匠(carpenter),sturdy sawbench v,3900,wood:7;elfwood sticks:5;steel rods:4;mithril lumps:1;,中,矛(spears),knight's ranseur x 72 → fine lance of the wolf,fine lance of the wolf *40 → fiery partisan;fine lance of the wolf *76 → transmundane pike
1339,floating lance,9,木匠(carpenter),sturdy sawbench iii,1800,wood:6;elfwood sticks:6;iron ore:2;steel rods:1;,中,矛(spears),gladiator's trident x 68 → floating lance,floating lance x 30 → moon lance;floating lance x 72 → knight's ranseur
1340,flying partisan,6,木匠(carpenter),sawbench v,990,elfwood sticks:5;steel rods:1;,短,矛(spears),seeking tip x 60 → flying partisan,flying partisan x 68 → voulge
1341,gaia's spine,15,木匠(carpenter),quality sawbench iii,8500,wood:9;elfwood sticks:8;ironwood:5;mithril lumps:2;crystals:1;,長,矛(spears),voulge x68 → gladiator's trident,gaia's spine * 80 → reinforced voulge
1342,gladiator's trident,8,木匠(carpenter),sturdy sawbench ii,1600,*trident:1;elfwood sticks:4;steel rods:2;,中,矛(spears),voulge x68 → gladiator's trident,gladiator's trident x68 → floating lance
1343,gungnir,20,木匠(carpenter),quality sawbench v,480000,seeking tip:5;moon stone:1;atmosring:1;ironwood:2;gems:2;crystals:1;,超長,矛(spears),0,adamant spear * 64 → gungnir
1344,iron spear,1,木匠(carpenter),sawbench i,50,wood:2;iron ore:1;,快速,矛(spears),crushing bludgeon x 12 → iron spear,iron spear x 20 → slicer;iron spear x 20 → leather shield
1345,knight's ranseur,10,木匠(carpenter),sturdy sawbench iv,3000,*ranseur:2;wood:12;iron ore:6;steel rods:2;,短,矛(spears),*floating lance x72 → knight's ranseur,knight's ranseur x72 → fine lance of the wolf
1346,mithril rivera,18,木匠(carpenter),quality sawbench v,64000,riviera:1;mithril lumps:8;,超長,矛(spears),成就：woodland 3(獲得30個木匠配方);mithril rivera,0
1347,moon lance,9,木匠(carpenter),sturdy sawbench iii,45000,wood:4;elfwood sticks:4;steel rods:2;moon stone:1;,中,矛(spears),floating lance x 30 → moon lance;moon lance,0
1348,poseidon,15,木匠(carpenter),quality sawbench iii,6200,elfwood sticks:6;ironwood:4;mithril lumps:1;crystals:1;wood:8;,長,矛(spears),transmundane pike x80 → *poseidon,poseidon x80 → gaia's spine
1349,ranseur,4,木匠(carpenter),sawbench iii,360,wood:8;iron ore:3;,中,矛(spears),trident x 40 → ranseur,ranseur x 60 → seeking tip
1350,reinforced voulge,15,木匠(carpenter),quality sawbench iii,12000,trusty lance:1;wood:10;elfwood sticks:7;ironwood:6;mithril lumps:3;crystals:2;,長,矛(spears),0,gaia's spine * 80 → reinforced voulge
1351,riviera,16,木匠(carpenter),quality sawbench iv,26000,floating lance:1;elfwood sticks:8;ironwood:8;steel rods:5;mithril lumps:4;gems:4;,超長,矛(spears),0,reinforced voulge * 112 → riviera
1352,seeking tip,5,木匠(carpenter),sawbench iv,520,wood:10;iron ore:4;,中,矛(spears),ranseur x 60 → seeking tip,seeking tip x 60 → flying partisan
1353,slicer,2,木匠(carpenter),sawbench ii,135,wood:4;iron ore:2;,快速,矛(spears),iron spear x 20 → slicer,slicer x 32 → trident
1354,sharp spear,1,店長(shopkeeper),work table i,40,iron ore:1;wood:1;,快速,矛(spears),knife *12 → sharp spear;sharp spear,0
1355,sky partisan,17,店長(shopkeeper),luxurious table v,150000,demon horn:3;ironwood:8;steel rods:6;gems:6;,中,矛(spears),成就：employer 2(同時雇用3個工匠);sky partisan,0
1356,transmundane pike,13,木匠(carpenter),quality sawbench ii,5800,*floating lance:1;mithril lumps:2;ironwood:3;,短,矛(spears),fine lance of the wolf x76 → transmundane pike,transmundane pike x80 → *poseidon
1357,trident,3,木匠(carpenter),sawbench ii,225,wood:6;iron ore:2;,中,矛(spears),slicer x32 → *trident,*trident x20 → corrosive trident;*trident x40 → ranseur
1358,trusty lance,10,店長(shopkeeper),spacious table v,1000,elfwood sticks:3;iron ore:2;raw leather:2;,快速,矛(spears),成就：woodland 2(獲得15個木匠配方),gungnir * 80 → twilight;twilight
1359,twilight,20,木匠(carpenter),quality sawbench v,1180000,flying partisan:5;rising sun:3;mithril lumps:8;gems:8;crystals:8;,長,矛(spears),0,gungnir * 80 → twilight
1360,voulge,7,木匠(carpenter),sturdy sawbench i,1100,elfwood sticks:5;steel rods:1;,長,矛(spears),flying partisan x68 → voulge,voulge x68 → gladiator's trident
1361,warrior's trident,6,店長(shopkeeper),spacious table iii,2900,elfwood sticks:3;steel rods:5;iron ore:8;,短,矛(spears),elfwood pole-axe x 55 → warrior's trident,warrior's trident x 65 → grand bow
1362,waterdancer,14,木匠(carpenter),quality sawbench iii,35000,poseidon:1;eternal ice:1;faery's tear:1;,快速,矛(spears),reinforced voulge * 48 → waterdancer;waterdancer,0
1363,apocalypscion,20,附魔師(enchanter),luxurious table v,700000,lava scroll:1;darkness scroll:1;earthquake scroll:1;fortune scroll:1;shielding scroll:1;rising sun:1;,超長,卷軸(scrolls),darkness scroll x160 → apocalypscion;apocalypscion,0
1364,blaze scroll,11,女法師(sorceress),magic cauldron v,12000,*fireball scroll:2;ironwood:6;gems:2;crystals:2;,中,卷軸(scrolls),*fortune scroll x96 → blaze scroll,blaze scroll x112 → *shielding scroll
1365,darkness scroll,17,女法師(sorceress),mystical cauldron v,110000,oil:10;gems:5;ironwood:6;crystals:5;demon horn:1;,長,卷軸(scrolls),fireshield scroll x128 → *darkness scroll,*darkness scroll x160 → apocalypscion
1366,earth scroll,3,女法師(sorceress),small cauldron ii,405,*magic scroll:1;powder:1;,中,卷軸(scrolls),*fireball scroll x32 → *earth scroll,*earth scroll x32 → *luck scroll
1367,earthquake scroll,8,女法師(sorceress),magic cauldron ii,2900,*earth scroll:2;elfwood sticks:2;dyes:3;,中,卷軸(scrolls),*protect scroll x68 → *earthquake scroll,*earthquake scroll x60 → *evil scroll;*earthquake scroll x96 → *fortune scroll
1368,evil scroll,6,女法師(sorceress),magic cauldron i,42000,*magic scroll:5;elfwood sticks:6;dyes:8;demon horn:1;,短,卷軸(scrolls),*earthquake scroll x60 → *evil scroll,0
1369,fireball scroll,2,女法師(sorceress),small cauldron ii,330,*magic scroll:1;elfwood sticks:1;,短,卷軸(scrolls),*magic scroll x20 → *fireball scroll,*fireball scroll x32 → *earth scroll
1370,fireshield scroll,16,女法師(sorceress),mystical cauldron iv,37000,*firestorm scroll:1;ironwood:6;crystals:6;gems:3;dyes:8;,長,卷軸(scrolls),*shielding scroll x112 → fireshield scroll,fireshield scroll x128 → *darkness scroll
1371,firestorm scroll,9,女法師(sorceress),magic cauldron iii,4500,*fireball scroll:2;elfwood sticks:4;dyes:4;,短,卷軸(scrolls),成就：wizardry 2(獲得12個附魔師配方),*fortune scroll x96 → blaze scroll
1372,fortune scroll,8,女法師(sorceress),magic cauldron iii,7000,*luck scroll:3;ironwood:2;gems:1;crystals:1;,中,卷軸(scrolls),*earthquake scroll x96 → *fortune scroll,*fortune scroll x96 → blaze scroll
1373,lava scroll,7,女法師(sorceress),magic cauldron i,12000,*fireball scroll:1;elfwood sticks:3;dyes:3;volcanic rock:1;,長,卷軸(scrolls),*protect scroll x40 → *lava scroll,*luck scroll x48 → *protect scroll
1374,luck scroll,5,女法師(sorceress),small cauldron iv,710,*magic scroll:1;dyes:2;,短,卷軸(scrolls),*earth scroll x32 → *luck scroll,*luck scroll x48 → *protect scroll
1375,magic scroll,1,女法師(sorceress),small cauldron i,140,raw leather:3;,快速,卷軸(scrolls),*heal potion x12 → *magic scroll,*magic scroll x20 → *fireball scroll
1376,protect scroll,6,女法師(sorceress),small cauldron v,1400,*magic scroll:1;powder:2;dyes:2;,短,卷軸(scrolls),*luck scroll x48 → *protect scroll,*protect scroll x40 → *lava scroll;*protect scroll x68 → *earthquake scroll
1377,shell scroll,12,附魔師(enchanter),spacious table v,65000,*protect scroll:5;ironwood:6;crystals:6;abyss shell:1;,長,卷軸(scrolls),成就：wizardry 3(獲得25個附魔師配方);shell scroll,shielding scroll x112 → fireshield scroll
1378,shielding scroll,14,女法師(sorceress),mystical cauldron iii,20000,*protect scroll:3;ironwood:4;crystals:4;,快速,卷軸(scrolls),blaze scroll x112 → *shielding scroll,shielding scroll x112 → fireshield scroll
1379,anubis,19,店長(shopkeeper),luxurious table v,360000,elfwood sticks:5;ironwood:5;shadow essence:2;,長,法杖(staves),成就：builder 8(建造或升級1000次);anubis,0
1380,apocalyptic staff,20,附魔師(enchanter),mystical cauldron v,1010000,dreadstick:3;crystals:8;ironwood:15;gems:8;,超長,法杖(staves),成就：warrior 9(200點勝利點數);apocalyptic staff,0
1381,bishop's staff,12,店長(shopkeeper),luxurious table ii,15000,elfwood sticks:7;ironwood:4;steel rods:4;gems:4;crystals:4;,中,法杖(staves),everlasting flute x92 → bishop's staff,bishop's staff x130 → rising dragon
1382,breath of frost,15,附魔師(enchanter),mystical cauldron iv,110000,mithril lumps:5;ironwood:5;eternal ice:2;,長,法杖(staves),moon stone staff x32 → breath of frost,breath of frost x60 → power of oceans
1383,brightest rod,6,德魯伊(druid),magic cauldron i,4800,ebonystaff:1;volcanic rock:1;,短,法杖(staves),combat staff x 36 → brightest rod;brightest rod,0
1384,cleansing staff,12,德魯伊(druid),mystical cauldron i,7900,ironwood:5;glass:6;gems:3;wood:6;elfwood sticks:4;,中,法杖(staves),elemental rod x 80 → cleansing staff,cleansing staff x 96 → sapphire staff
1385,combat staff,5,德魯伊(druid),small cauldron iv,670,oaken staff:2;elfwood sticks:3;iron ore:3;,短,法杖(staves),wood elf staff x 48 → combat staff,combat staff x 36 → brightest rod;combat staff x 60 → enchanted staff
1386,dark staff,11,德魯伊(druid),magic cauldron v,27000,skeleton staff:1;demon horn:1;,中,法杖(staves),healerstaff x 40 → dark staff,*dominus x32 → moon stone staff
1387,devilish rod,14,德魯伊(druid),mystical cauldron iv,180000,*dreadstick:1;demon horn:1;,長,法杖(staves),*dreadstick x64 → devilish rod;devilish rod,*dominus x32 → moon stone staff
1388,dominus,14,附魔師(enchanter),mystical cauldron iii,12000,*elemental rod:1;*ring of the dice:1;,快速,法杖(staves),sapphire staff x100 → *dominus,*dominus x32 → moon stone staff
1389,dreadstick,16,德魯伊(druid),mystical cauldron iv,110000,*dark staff:2;,中,法杖(staves),*healer's companion x64 → *dreadstick,*dreadstick x64 → devilish rod;*dreadstick x96 → phoenix baton
1390,dryad staff,3,德魯伊(druid),small cauldron iii,350,oaken staff:1;wood:4;wild herbs:3;,快速,法杖(staves),ebonystaff x 32 → dryad staff,dryad staff x 32 → wood elf staff
1391,earth staff,8,德魯伊(druid),magic cauldron ii,1600,enchanted staff:1;powder:2;,中,法杖(staves),enchanted staff x 64 → earth staff,earth staff x 68 → skeleton staff
1392,ebonystaff,2,德魯伊(druid),small cauldron ii,175,oaken staff:1;wild herbs:2;,短,法杖(staves),oaken staff x 20 → ebonystaff,ebonystaff x 32 → dryad staff
1393,elemental rod,12,德魯伊(druid),magic cauldron v,4100,*enchanted staff:1;*salve of protection:1;,超長,法杖(staves),healerstaff x 68 → elemental rod,elemental rod x 80 → cleansing staff
1394,enchanted staff,7,德魯伊(druid),magic cauldron ii,990,elfwood sticks:3;glass:3;,短,法杖(staves),combat staff x 60 → enchanted staff,enchanted staff x 64 → earth staff
1395,healer's companion,15,德魯伊(druid),mystical cauldron iii,25000,*healerstaff:2;faery's tear:2;,中,法杖(staves),*sapphire staff x68 → *healer's companion,*healer's companion x64 → *dreadstick
1396,healerstaff,10,德魯伊(druid),magic cauldron iv,2900,*enchanted staff:1;elfwood sticks:5;*regen herbs:1;,短,法杖(staves),*skeleton staff x68 → *healerstaff,*healerstaff x40 → *dark staff;*healerstaff x 68 → *elemental rod
1397,mindful staff,19,德魯伊(druid),mystical cauldron v,290000,dryad staff:8;serpent band:8;ironwood:5;gems:5;crystals:5;,長,法杖(staves),phoenix baton x60 → mindful staff,mindful staff x160 → staff of power
1398,moon stone staff,14,附魔師(enchanter),mystical cauldron iii,220000,*sapphire staff:1;moon stone:2;,中,法杖(staves),*dominus x32 → moon stone staff,moon stone staff x32 → breath of frost
1399,nexus,17,德魯伊(druid),mystical cauldron v,110000,dominus:3;ironwood:8;gems:8;crystals:8;,長,法杖(staves),成就：learned 5(獲得400個配方);nexus,0
1400,oaken staff,1,德魯伊(druid),small cauldron i,95,wood:3;,快速,法杖(staves),herbs bundle x 12 → oaken staff,oaken staff x 20 → ebonystaff
1401,phoenix baton,17,德魯伊(druid),mystical cauldron v,140000,*healer's companion:2;phoenix feather:2;,中,法杖(staves),dreadstick x96 → phoenix baton,phoenix baton x60 → mindful staff
1402,power of oceans,14,附魔師(enchanter),mystical cauldron v,110000,mithril lumps:6;ironwood:5;gems:5;abyss shell:3;,長,法杖(staves),breath of frost x60 → power of oceans,power of oceans x48 → staff of destruction
1403,retribution,19,德魯伊(druid),mystical cauldron v,400000,elfwood sticks:12;ironwood:12;gems:12;crystals:5;divine leaf:1;,中,法杖(staves),成就：adventurer 5(完成40個事件);retribution,0
1404,sapphire staff,13,德魯伊(druid),mystical cauldron ii,9900,elfwood sticks:6;ironwood:4;steel rods:2;gems:5;,短,法杖(staves),cleansing staff * 96 → sapphire staff,sapphire staff * 68 → healer's companion;sapphire staff * 100 → dominus
1405,skeleton staff,9,德魯伊(druid),magic cauldron iii,2300,wood elf staff:2;,中,法杖(staves),earth staff x 68 → skeleton staff,skeleton staff x 68 → healerstaff
1406,staff of destruction,20,附魔師(enchanter),mystical cauldron v,400000,*ebonystaff:20;rising sun:1;ironwood:8;gems:3;,超長,法杖(staves),power of oceans x48 → staff of destruction;staff of destruction,0
1407,staff of power,20,附魔師(enchanter),mystical cauldron v,640000,enchanted staff:15;divine leaf:1;ironwood:8;gems:8;crystals:8;,超長,法杖(staves),mindful staff x160 → staff of power;staff of power,0
1408,wood elf staff,4,德魯伊(druid),small cauldron iii,550,wood:1;elfwood sticks:4;,短,法杖(staves),dryad staff x 32 → wood elf staff,wood elf staff x 48 → combat staff
1409,claymore,5,鐵匠(blacksmith),iron anvil iv,395,iron ore:8;raw leather:4;,短,劍(swords),*long sword x48→claymore,claymore x20→fire sword;claymore x48→*highlander
